Date,XLB,XLU,XLV,XLE,XLF,XLP,XLRE,XLK,XLI,XLY,FFR,Mortgage30Y,Florida_ZHVI,Arizona_ZHVI
2015-10-08,43.38,43.43,67.54,67.96,18.9732,48.7,30.01,40.95,52.2,76.36,0.12,3.76,182181.05744631763,204064.96781247252
2015-10-09,44.53,43.99,68.24,69.54,19.2025,49.44,30.2,41.42,53.76,77.65,0.12,3.76,182181.05744631763,204064.96781247252
2015-10-12,44.24,43.95,68.14,69.05,19.0305,49.48,30.4199,41.57,53.34,77.77,0.12,3.76,182181.05744631763,204064.96781247252
2015-10-13,43.47,44.14,68.31,67.53,18.9895,49.5,30.16,41.31,53.0,77.83,0.12,3.76,182181.05744631763,204064.96781247252
2015-10-14,43.61,44.28,68.12,67.19,18.9158,49.2,30.16,41.32,52.65,77.67,0.12,3.76,182181.05744631763,204064.96781247252
2015-10-15,43.99,44.24,67.26,67.61,18.8585,49.02,30.03,41.53,52.63,77.31,0.12,3.82,182181.05744631763,204064.96781247252
2015-10-16,44.28,44.76,69.33,69.38,19.2353,49.2,30.5958,42.0,53.0,77.85,0.12,3.82,182181.05744631763,204064.96781247252
2015-10-19,43.79,44.74,69.53,68.54,19.1698,49.63,30.7,41.88,52.35,78.07,0.12,3.82,182181.05744631763,204064.96781247252
2015-10-20,43.73,44.67,69.79,67.72,19.2763,49.84,31.36,41.96,52.44,78.55,0.12,3.82,182181.05744631763,204064.96781247252
2015-10-21,43.85,45.09,69.3,67.75,19.4155,49.73,31.055,42.11,53.03,78.76,0.12,3.82,182181.05744631763,204064.96781247252
2015-10-22,43.98,45.06,68.39,67.58,19.2927,50.03,31.18,42.0,53.19,78.7,0.12,3.79,182181.05744631763,204064.96781247252
2015-10-23,45.07,45.35,68.58,68.1,19.7186,51.0,31.0526,43.7,54.78,80.34,0.12,3.79,182181.05744631763,204064.96781247252
2015-10-26,44.95,44.69,69.16,68.13,19.776,50.74,31.028,43.79,54.54,79.66,0.12,3.79,182181.05744631763,204064.96781247252
2015-10-27,44.39,44.39,69.79,65.67,19.5958,50.48,31.06,43.56,54.09,80.0,0.12,3.79,182181.05744631763,204064.96781247252
2015-10-28,44.39,44.28,70.77,66.25,19.6203,50.72,31.24,43.61,54.14,80.12,0.12,3.79,182181.05744631763,204064.96781247252
2015-10-29,44.91,43.58,71.88,67.0,20.03,50.4,31.03,43.8,54.05,80.46,0.12,3.76,182181.05744631763,204064.96781247252
2015-10-30,45.2,43.6,72.01,67.95,19.9644,50.28,30.95,44.01,54.36,80.96,0.12,3.76,182181.05744631763,204064.96781247252
2015-11-02,45.35,43.72,71.75,67.62,19.776,49.91,30.95,43.73,54.28,81.26,0.12,3.76,183904.5666115398,205762.57767379572
2015-11-03,45.44,43.64,72.67,70.11,19.989,49.89,31.6,43.9,54.85,81.25,0.12,3.76,183904.5666115398,205762.57767379572
2015-11-04,45.66,43.88,72.86,71.47,20.03,50.0,31.52,44.37,54.91,81.79,0.12,3.76,183904.5666115398,205762.57767379572
2015-11-05,45.38,44.07,72.33,70.41,19.9726,49.68,31.28,44.36,54.77,81.24,0.12,3.87,183904.5666115398,205762.57767379572
2015-11-06,44.84,43.07,71.61,69.54,20.4314,49.49,30.38,44.14,54.54,81.2,0.12,3.87,183904.5666115398,205762.57767379572
2015-11-09,45.12,42.06,71.62,69.64,20.2839,48.94,30.0601,44.21,54.59,81.04,0.12,3.87,183904.5666115398,205762.57767379572
2015-11-10,44.86,42.38,71.22,68.82,19.989,48.8,30.11,43.66,54.22,80.19,0.12,3.87,183904.5666115398,205762.57767379572
2015-11-11,44.79,42.86,71.95,69.25,20.2184,48.9,30.105,43.72,54.56,81.23,0.12,3.87,183904.5666115398,205762.57767379572
2015-11-12,44.28,43.0,70.78,66.84,20.0136,48.79,29.86,43.39,54.12,80.08,0.12,3.98,183904.5666115398,205762.57767379572
2015-11-13,43.81,42.75,69.6,66.03,19.6613,48.11,29.82,43.07,53.55,79.32,0.12,3.98,183904.5666115398,205762.57767379572
2015-11-16,44.49,42.62,69.42,65.89,19.5384,47.67,29.53,42.3,53.24,77.42,0.12,3.98,183904.5666115398,205762.57767379572
2015-11-17,45.05,43.24,70.58,68.0,19.9153,48.78,30.0,43.11,54.28,79.06,0.12,3.98,183904.5666115398,205762.57767379572
2015-11-18,45.08,42.51,70.78,67.9,19.9071,48.77,29.64,43.23,54.15,79.04,0.12,3.98,183904.5666115398,205762.57767379572
2015-11-19,45.61,42.85,71.66,68.14,20.1528,49.33,30.41,43.72,54.72,80.23,0.12,3.97,183904.5666115398,205762.57767379572
2015-11-20,45.78,43.28,71.28,67.64,20.2348,49.65,30.71,44.06,55.31,80.88,0.12,3.97,183904.5666115398,205762.57767379572
2015-11-23,45.6,43.44,71.38,66.84,20.202,49.09,30.97,44.23,55.42,81.36,0.12,3.97,183904.5666115398,205762.57767379572
2015-11-24,45.23,42.8,70.9,67.7,20.0054,49.39,31.02,43.61,54.73,80.89,0.12,3.97,183904.5666115398,205762.57767379572
2015-11-25,45.97,42.92,71.75,68.24,20.0791,49.64,30.45,43.96,55.15,81.51,0.12,3.95,183904.5666115398,205762.57767379572
2015-11-27,45.62,42.79,72.14,67.71,20.1201,49.75,30.45,43.86,54.96,81.79,0.12,3.95,183904.5666115398,205762.57767379572
2015-11-30,45.74,42.8,72.2,68.05,20.202,49.97,31.0,43.97,55.1,81.75,0.12,3.95,185566.41586532223,207484.80493611345
2015-12-01,45.76,42.92,71.48,68.08,20.1938,49.52,30.98,44.14,54.76,81.22,0.24,3.95,185566.41586532223,207484.80493611345
2015-12-02,45.91,42.99,72.39,68.11,20.3904,49.77,31.11,44.4,54.91,81.73,0.24,3.95,185566.41586532223,207484.80493611345
2015-12-03,45.65,42.13,71.76,66.76,20.2184,49.77,30.37,44.19,54.58,81.24,0.24,3.93,185566.41586532223,207484.80493611345
2015-12-04,45.13,42.03,70.44,64.5,19.8989,49.46,30.31,43.63,53.84,79.97,0.24,3.93,185566.41586532223,207484.80493611345
2015-12-07,45.57,42.37,71.63,63.1,20.2757,50.63,30.62,44.52,54.39,81.1,0.24,3.93,185566.41586532223,207484.80493611345
2015-12-08,44.53,42.49,70.84,60.87,19.8907,50.26,30.28,43.97,53.58,80.2,0.24,3.93,185566.41586532223,207484.80493611345
2015-12-09,45.29,42.41,71.21,61.88,19.7678,50.17,30.51,44.05,53.22,80.48,0.24,3.93,185566.41586532223,207484.80493611345
2015-12-10,45.2,42.55,70.82,62.44,19.6203,50.08,30.3,43.71,53.21,79.83,0.24,3.95,185566.41586532223,207484.80493611345
2015-12-11,43.97,41.81,70.59,61.73,19.35,49.53,30.18,43.23,53.07,78.83,0.24,3.95,185566.41586532223,207484.80493611345
2015-12-14,43.71,41.95,70.57,60.17,19.2271,49.48,30.1,42.79,52.63,78.11,0.24,3.95,185566.41586532223,207484.80493611345
2015-12-15,43.8,42.06,71.53,61.64,19.4483,50.36,30.723,43.46,52.9,79.26,0.24,3.95,185566.41586532223,207484.80493611345
2015-12-16,43.83,42.49,72.28,62.07,19.8825,50.51,30.86,43.59,53.11,79.44,0.24,3.95,185566.41586532223,207484.80493611345
2015-12-17,44.12,43.48,72.81,61.94,20.0955,51.26,31.46,44.09,53.94,80.22,0.24,3.97,185566.41586532223,207484.80493611345
2015-12-18,42.76,42.99,71.34,59.9,19.4729,50.18,30.563,42.88,52.43,78.43,0.24,3.97,185566.41586532223,207484.80493611345
2015-12-21,42.56,42.61,70.91,58.8,19.2435,49.67,30.456,42.52,52.2,77.85,0.24,3.97,185566.41586532223,207484.80493611345
2015-12-22,42.87,42.6,71.38,59.06,19.391,49.98,30.68,42.76,52.35,78.12,0.24,3.97,185566.41586532223,207484.80493611345
2015-12-23,43.5,42.91,72.06,60.735,19.5794,50.77,30.75,43.14,53.1,78.5,0.24,3.97,185566.41586532223,207484.80493611345
2015-12-24,44.11,43.35,72.14,62.21,19.7105,50.81,30.8557,43.3,53.29,78.56,0.24,3.96,185566.41586532223,207484.80493611345
2015-12-28,43.92,43.21,72.24,60.5,19.5876,50.65,31.03,43.09,53.25,78.28,0.24,3.96,185566.41586532223,207484.80493611345
2015-12-29,44.05,43.76,72.59,61.49,19.817,51.13,31.25,43.48,53.59,79.16,0.24,3.96,185566.41586532223,207484.80493611345
2015-12-30,44.07,43.82,72.91,60.03,19.817,51.21,31.57,43.79,53.75,79.53,0.24,3.96,185566.41586532223,207484.80493611345
2015-12-31,43.7,43.68,72.42,59.77,19.522,50.89,31.32,43.29,53.15,78.58,0.24,4.01,187109.34105859915,209102.6124799886
2016-01-04,42.72,43.03,70.77,60.16,19.1206,49.83,30.98,42.06,52.11,76.78,0.34,4.01,187109.34105859915,209102.6124799886
2016-01-05,42.92,43.17,70.93,60.26,19.178,49.97,30.93,42.4,52.43,76.89,0.34,4.01,187109.34105859915,209102.6124799886
2016-01-06,42.14,43.24,70.06,59.1,18.9363,49.67,30.82,41.54,51.72,75.6,0.34,4.01,187109.34105859915,209102.6124799886
2016-01-07,40.84,42.95,69.13,57.07,18.5308,49.44,30.7208,40.79,50.8,74.46,0.34,3.97,187109.34105859915,209102.6124799886
2016-01-08,40.86,43.16,69.47,57.26,18.5554,49.72,30.51,40.76,50.71,75.01,0.34,3.97,187109.34105859915,209102.6124799886
2016-01-11,40.27,43.14,68.32,56.28,18.2031,49.32,30.2899,40.37,50.05,74.05,0.34,3.97,187109.34105859915,209102.6124799886
2016-01-12,39.96,43.37,67.75,55.7,18.3178,49.78,30.04,40.78,50.09,74.71,0.34,3.97,187109.34105859915,209102.6124799886
2016-01-13,39.73,43.33,68.2,55.65,18.3424,49.81,30.24,41.13,50.38,75.32,0.34,3.97,187109.34105859915,209102.6124799886
2016-01-14,38.68,43.14,66.22,54.21,17.8344,48.98,29.8284,39.9,49.1,72.63,0.34,3.92,187109.34105859915,209102.6124799886
2016-01-15,38.25,43.36,66.1,53.63,17.3429,48.24,29.146,39.16,48.14,71.1,0.34,3.92,187109.34105859915,209102.6124799886
2016-01-19,38.6,43.64,67.6,54.76,17.7361,48.79,29.5099,39.8,49.18,72.29,0.34,3.92,187109.34105859915,209102.6124799886
2016-01-20,36.94,43.88,65.68,52.13,17.1791,48.34,28.66,38.71,47.95,70.74,0.34,3.92,187109.34105859915,209102.6124799886
2016-01-21,37.68,43.2,67.16,51.71,17.2118,48.31,28.88,39.29,48.01,71.36,0.34,3.81,187109.34105859915,209102.6124799886
2016-01-22,38.54,43.29,67.73,55.33,17.3429,49.01,29.465,40.04,48.84,73.22,0.34,3.81,187109.34105859915,209102.6124799886
2016-01-25,38.14,43.78,67.65,54.68,17.3593,48.49,29.48,40.16,48.56,73.3,0.34,3.81,187109.34105859915,209102.6124799886
2016-01-26,37.68,43.53,67.26,54.1,17.1463,49.0,29.59,40.07,48.15,72.74,0.34,3.81,187109.34105859915,209102.6124799886
2016-01-27,37.85,43.65,67.61,54.77,17.3101,49.37,29.48,39.97,48.69,73.4,0.34,3.81,187109.34105859915,209102.6124799886
2016-01-28,37.96,43.77,67.28,56.97,17.4084,49.42,29.48,40.05,48.64,73.29,0.34,3.79,187109.34105859915,209102.6124799886
2016-01-29,37.99,44.82,65.26,56.66,17.433,50.09,29.01,40.31,49.0,72.94,0.34,3.79,187109.34105859915,209102.6124799886
2016-02-01,38.55,45.21,66.02,57.24,17.7116,50.65,29.607,41.07,49.59,73.68,0.38,3.79,188531.55246059012,211089.0339277884
2016-02-02,38.78,45.68,66.1,55.84,17.4658,50.56,29.68,41.27,49.38,74.05,0.38,3.79,188531.55246059012,211089.0339277884
2016-02-03,39.13,46.21,65.8,56.125,17.3265,50.47,29.68,40.91,49.26,73.8,0.38,3.79,188531.55246059012,211089.0339277884
2016-02-04,40.13,46.58,65.84,57.42,17.1381,49.95,29.4439,40.52,49.59,72.69,0.38,3.72,188531.55246059012,211089.0339277884
2016-02-05,40.77,46.15,65.32,56.5,17.4084,49.8,29.21,40.48,50.25,72.18,0.38,3.72,188531.55246059012,211089.0339277884
2016-02-08,40.0,46.47,63.68,54.83,16.9169,49.3,28.1,38.835,49.49,69.39,0.38,3.72,188531.55246059012,211089.0339277884
2016-02-09,39.16,46.25,62.75,54.82,16.4008,49.11,27.42,38.46,49.04,67.92,0.38,3.72,188531.55246059012,211089.0339277884
2016-02-10,40.2,46.46,64.41,54.15,16.8309,50.01,27.92,39.08,50.04,68.75,0.38,3.72,188531.55246059012,211089.0339277884
2016-02-11,38.84,46.23,63.4,53.15,16.1714,49.18,27.2999,38.325,48.82,67.59,0.38,3.65,188531.55246059012,211089.0339277884
2016-02-12,39.34,45.67,63.87,54.6,16.4909,49.67,27.22,39.04,48.98,69.28,0.38,3.65,188531.55246059012,211089.0339277884
2016-02-16,40.34,45.79,65.06,56.21,17.0726,50.5,27.49,39.71,50.3,70.82,0.38,3.65,188531.55246059012,211089.0339277884
2016-02-17,40.88,46.0,66.09,56.5,17.22,50.69,28.4,40.2,51.0,72.23,0.38,3.65,188531.55246059012,211089.0339277884
2016-02-18,41.4,45.67,66.49,58.15,17.3511,50.82,28.4808,40.93,51.5,73.06,0.38,3.65,188531.55246059012,211089.0339277884
2016-02-19,41.01,46.31,65.68,56.18,17.048,50.62,28.66,40.48,50.98,72.08,0.38,3.65,188531.55246059012,211089.0339277884
2016-02-22,41.21,46.45,66.47,57.89,17.3921,51.13,29.1,41.03,51.8,73.39,0.38,3.65,188531.55246059012,211089.0339277884
2016-02-23,41.2,46.59,66.69,57.7,17.3675,50.99,28.95,41.03,51.97,73.94,0.38,3.65,188531.55246059012,211089.0339277884
2016-02-24,40.1,46.78,65.99,55.22,16.9005,50.84,28.919,40.11,51.06,73.13,0.38,3.65,188531.55246059012,211089.0339277884
2016-02-25,41.03,47.15,66.89,56.67,17.1053,51.37,29.16,41.0,51.85,74.25,0.38,3.62,188531.55246059012,211089.0339277884
2016-02-26,41.8,47.21,67.73,57.84,17.4576,51.96,29.5,41.6,52.51,75.33,0.38,3.62,188531.55246059012,211089.0339277884
2016-02-29,42.14,46.1,67.1,57.46,17.4494,51.06,29.627,41.22,52.45,74.85,0.38,3.62,189879.67076698065,212958.87241937788
2016-03-01,42.3,46.54,66.6,56.98,17.4003,51.21,29.8,41.32,52.33,75.09,0.36,3.62,189879.67076698065,212958.87241937788
2016-03-02,42.39,45.95,67.49,57.7,17.8754,51.47,30.23,42.04,53.0,76.28,0.36,3.62,189879.67076698065,212958.87241937788
2016-03-03,42.61,46.38,67.59,59.24,18.0392,51.35,30.3639,42.33,53.15,76.21,0.36,3.64,189879.67076698065,212958.87241937788
2016-03-04,43.01,46.29,67.57,60.72,18.2686,51.8,30.5,42.32,53.53,76.83,0.36,3.64,189879.67076698065,212958.87241937788
2016-03-07,43.48,47.03,66.97,60.93,18.1294,51.82,30.61,42.18,53.5,76.32,0.36,3.64,189879.67076698065,212958.87241937788
2016-03-08,43.6,47.46,67.55,61.88,18.0802,51.575,30.445,41.91,53.5,75.94,0.36,3.64,189879.67076698065,212958.87241937788
2016-03-09,43.33,47.74,67.3,60.58,18.0147,52.03,30.45,41.96,53.32,76.08,0.36,3.64,189879.67076698065,212958.87241937788
2016-03-10,43.48,48.04,67.57,60.48,18.0884,52.45,30.6499,42.44,53.47,76.3,0.36,3.68,189879.67076698065,212958.87241937788
2016-03-11,44.03,48.33,67.71,61.59,18.1376,52.54,30.78,42.64,53.76,76.77,0.36,3.68,189879.67076698065,212958.87241937788
2016-03-14,44.12,48.14,68.34,61.575,18.3669,52.42,31.039,42.74,53.84,77.08,0.36,3.68,189879.67076698065,212958.87241937788
2016-03-15,43.7,48.16,67.85,61.1,18.2441,52.27,31.0,42.75,53.7,77.1,0.36,3.68,189879.67076698065,212958.87241937788
2016-03-16,43.5,48.12,67.11,62.2,18.2604,52.51,31.2,42.88,53.94,77.48,0.36,3.68,189879.67076698065,212958.87241937788
2016-03-17,44.49,48.85,67.02,63.41,18.2686,52.65,31.99,43.5,54.59,78.03,0.36,3.73,189879.67076698065,212958.87241937788
2016-03-18,45.51,48.94,66.18,63.79,18.5717,52.81,31.6899,43.69,55.3,78.13,0.36,3.73,189879.67076698065,212958.87241937788
2016-03-21,45.32,48.48,66.9,63.24,18.5635,52.67,31.62,43.49,55.56,78.07,0.36,3.73,189879.67076698065,212958.87241937788
2016-03-22,44.75,48.52,67.01,62.53,18.457,52.51,31.22,43.54,55.41,77.57,0.36,3.73,189879.67076698065,212958.87241937788
2016-03-23,44.73,48.42,67.85,62.47,18.498,52.26,31.265,43.69,55.52,77.63,0.36,3.73,189879.67076698065,212958.87241937788
2016-03-24,44.18,48.76,67.12,60.69,18.2277,52.2,31.01,43.31,54.96,76.82,0.36,3.71,189879.67076698065,212958.87241937788
2016-03-28,44.5,48.99,67.57,61.86,18.3014,52.38,31.01,43.66,55.13,77.66,0.36,3.71,189879.67076698065,212958.87241937788
2016-03-29,44.43,48.88,67.08,60.82,18.2604,52.57,31.72,43.43,55.03,77.79,0.36,3.71,189879.67076698065,212958.87241937788
2016-03-30,45.19,49.45,68.32,62.36,18.4652,53.17,32.33,44.42,55.99,79.01,0.36,3.71,189879.67076698065,212958.87241937788
2016-03-31,45.24,49.4,67.89,61.68,18.4243,53.25,32.0,44.39,55.71,79.07,0.36,3.71,191118.89647927636,214418.92014477352
2016-04-01,44.49,49.42,67.5,60.82,18.3424,52.84,32.0228,44.05,55.15,78.6,0.37,3.71,191118.89647927636,214418.92014477352
2016-04-04,44.95,49.82,68.71,60.95,18.5799,53.69,32.2715,44.63,55.54,79.52,0.37,3.71,191118.89647927636,214418.92014477352
2016-04-05,44.32,49.49,68.56,60.1,18.3342,53.42,31.9,44.24,54.73,78.41,0.37,3.71,191118.89647927636,214418.92014477352
2016-04-06,44.26,48.6,68.49,60.69,18.2113,53.14,31.93,44.11,54.74,78.24,0.37,3.71,191118.89647927636,214418.92014477352
2016-04-07,44.54,48.54,69.81,61.02,18.2113,53.34,32.0328,44.21,54.57,78.56,0.37,3.59,191118.89647927636,214418.92014477352
2016-04-08,44.47,48.74,69.97,62.29,18.1212,53.35,32.19,44.12,54.84,78.31,0.37,3.59,191118.89647927636,214418.92014477352
2016-04-11,44.92,48.85,69.32,62.87,18.1457,53.47,32.0561,44.08,54.98,78.11,0.37,3.59,191118.89647927636,214418.92014477352
2016-04-12,44.99,48.65,68.81,62.35,18.1621,53.04,32.0894,43.85,54.75,77.6,0.37,3.59,191118.89647927636,214418.92014477352
2016-04-13,45.63,49.12,69.7,63.93,18.5554,53.49,32.14,44.33,55.56,78.63,0.37,3.59,191118.89647927636,214418.92014477352
2016-04-14,45.99,48.56,70.01,64.53,18.6946,52.92,31.97,44.46,56.14,79.32,0.37,3.58,191118.89647927636,214418.92014477352
2016-04-15,45.94,48.72,70.24,64.05,18.8749,52.7,31.89,44.45,56.07,79.28,0.37,3.58,191118.89647927636,214418.92014477352
2016-04-18,45.8,48.86,69.82,62.23,18.67,52.95,32.13,44.21,55.8,79.49,0.37,3.58,191118.89647927636,214418.92014477352
2016-04-19,46.42,49.13,70.79,64.96,18.9568,53.23,32.41,44.61,56.4,80.34,0.37,3.58,191118.89647927636,214418.92014477352
2016-04-20,47.29,49.2,70.94,65.53,19.1288,53.22,32.01,44.32,56.52,80.0,0.37,3.58,191118.89647927636,214418.92014477352
2016-04-21,47.23,47.75,71.34,66.56,19.2763,52.51,31.63,44.31,56.39,80.11,0.37,3.59,191118.89647927636,214418.92014477352
2016-04-22,47.03,47.06,71.76,66.24,19.1288,51.6,31.39,43.51,56.31,79.66,0.37,3.59,191118.89647927636,214418.92014477352
2016-04-25,47.16,47.15,71.6,66.81,19.2107,51.67,31.505,43.32,56.36,79.31,0.37,3.59,191118.89647927636,214418.92014477352
2016-04-26,47.09,47.47,71.73,66.67,19.2681,52.45,31.9764,43.5,56.27,79.69,0.37,3.59,191118.89647927636,214418.92014477352
2016-04-27,47.55,47.65,71.37,67.7,19.3582,52.3,31.62,42.69,56.71,79.7,0.37,3.59,191118.89647927636,214418.92014477352
2016-04-28,47.47,47.78,70.83,68.32,19.2435,52.16,33.1499,43.11,56.65,79.27,0.37,3.66,191118.89647927636,214418.92014477352
2016-04-29,47.22,47.93,70.26,67.76,19.096,52.4,31.65,42.26,56.17,79.45,0.37,3.66,191118.89647927636,214418.92014477352
2016-05-02,47.29,48.45,69.92,67.38,19.1124,52.45,31.19,42.22,56.27,79.42,0.37,3.66,192431.5302789483,215298.61728613137
2016-05-03,46.83,48.77,69.94,66.52,19.0469,52.71,31.605,42.15,56.08,79.71,0.37,3.66,192431.5302789483,215298.61728613137
2016-05-04,46.08,48.79,69.53,65.88,18.8011,52.65,31.6747,41.86,55.69,78.92,0.37,3.66,192431.5302789483,215298.61728613137
2016-05-05,46.31,49.2,69.31,65.99,18.9158,52.84,32.34,42.04,55.45,79.18,0.37,3.61,192431.5302789483,215298.61728613137
2016-05-06,45.69,48.91,69.34,65.0,18.7274,52.89,32.256,41.76,55.04,78.54,0.37,3.61,192431.5302789483,215298.61728613137
2016-05-09,45.81,48.86,69.18,64.9,18.9158,53.27,32.78,42.27,55.52,79.25,0.37,3.61,192431.5302789483,215298.61728613137
2016-05-10,45.83,49.16,70.25,64.65,18.9895,53.7,33.19,42.38,55.55,79.73,0.37,3.61,192431.5302789483,215298.61728613137
2016-05-11,46.44,49.17,70.45,65.29,19.1124,53.98,33.09,42.69,56.3,79.74,0.37,3.61,192431.5302789483,215298.61728613137
2016-05-12,47.04,49.26,69.86,66.24,19.0305,53.75,32.47,42.65,55.88,79.2,0.37,3.57,192431.5302789483,215298.61728613137
2016-05-13,46.38,49.5,69.22,65.54,18.9322,53.79,32.43,42.36,55.66,78.66,0.37,3.57,192431.5302789483,215298.61728613137
2016-05-16,46.05,49.22,69.15,65.84,18.7438,53.14,32.12,42.25,55.05,78.05,0.37,3.57,192431.5302789483,215298.61728613137
2016-05-17,46.51,49.29,69.95,66.1,18.7929,53.38,32.0,42.67,55.55,78.48,0.37,3.57,192431.5302789483,215298.61728613137
2016-05-18,46.24,48.33,69.24,66.39,18.6782,52.24,31.94,42.26,55.31,77.18,0.37,3.57,192431.5302789483,215298.61728613137
2016-05-19,45.7,47.52,69.24,65.1,18.9732,52.08,31.04,42.35,54.83,76.92,0.37,3.58,192431.5302789483,215298.61728613137
2016-05-20,46.14,48.29,69.31,65.97,18.9814,52.57,31.25,42.45,54.97,77.28,0.37,3.58,192431.5302789483,215298.61728613137
2016-05-23,46.5,48.28,69.59,65.77,18.9732,52.25,31.41,42.71,54.96,77.59,0.37,3.58,192431.5302789483,215298.61728613137
2016-05-24,46.97,47.94,69.76,66.33,19.1288,52.33,31.7,42.82,55.16,77.73,0.37,3.58,192431.5302789483,215298.61728613137
2016-05-25,48.02,48.08,70.6,66.72,19.3664,52.75,31.9,43.63,55.6,78.42,0.37,3.58,192431.5302789483,215298.61728613137
2016-05-26,47.86,48.14,70.88,67.63,19.4975,52.79,31.68,43.75,55.91,79.01,0.37,3.64,192431.5302789483,215298.61728613137
2016-05-27,47.0,48.74,70.81,66.85,19.4073,53.0,31.99,43.88,55.84,79.07,0.37,3.64,192431.5302789483,215298.61728613137
2016-05-31,47.4,48.75,71.4,67.29,19.604,53.08,32.01,44.14,56.0,79.44,0.37,3.64,193730.49493406693,216050.6662923856
2016-06-01,46.85,49.14,71.13,66.22,19.3172,52.7,31.75,44.04,55.63,78.87,0.38,3.64,193730.49493406693,216050.6662923856
2016-06-02,46.95,49.24,71.55,66.38,19.4483,53.09,31.832,43.9,55.85,78.97,0.38,3.66,193730.49493406693,216050.6662923856
2016-06-03,47.47,49.95,72.31,66.8,19.3008,53.32,31.91,43.98,55.92,79.34,0.38,3.66,193730.49493406693,216050.6662923856
2016-06-06,47.87,50.1,72.3,67.19,19.2681,53.65,32.09,43.97,56.12,79.2,0.38,3.66,193730.49493406693,216050.6662923856
2016-06-07,48.19,50.05,72.38,68.23,19.391,53.66,32.06,44.16,56.63,79.31,0.38,3.66,193730.49493406693,216050.6662923856
2016-06-08,48.48,49.96,72.17,69.97,19.3008,53.55,32.07,44.19,56.97,79.44,0.38,3.66,193730.49493406693,216050.6662923856
2016-06-09,48.2,50.3,72.32,68.59,19.2353,53.78,32.26,44.11,56.84,79.09,0.38,3.6,193730.49493406693,216050.6662923856
2016-06-10,47.8,50.65,71.94,68.15,18.9895,53.82,32.1199,43.96,56.68,78.69,0.38,3.6,193730.49493406693,216050.6662923856
2016-06-13,47.76,50.65,71.52,67.04,18.8667,54.13,32.35,43.57,56.45,78.35,0.38,3.6,193730.49493406693,216050.6662923856
2016-06-14,47.07,50.53,71.04,66.89,18.7684,53.66,32.028,43.37,55.79,77.87,0.38,3.6,193730.49493406693,216050.6662923856
2016-06-15,47.04,50.76,71.51,66.88,18.6127,53.88,32.2309,43.64,56.03,77.92,0.38,3.6,193730.49493406693,216050.6662923856
2016-06-16,46.87,50.4,70.62,66.25,18.4407,53.56,32.1844,43.24,55.63,77.71,0.38,3.54,193730.49493406693,216050.6662923856
2016-06-17,46.9,50.32,70.9,66.9,18.5635,53.61,32.02,43.25,55.57,78.15,0.38,3.54,193730.49493406693,216050.6662923856
2016-06-20,47.65,50.47,70.66,67.85,18.8175,53.81,32.49,43.43,56.15,78.53,0.38,3.54,193730.49493406693,216050.6662923856
2016-06-21,47.51,50.39,70.74,67.32,18.7028,53.71,32.37,43.36,56.28,78.86,0.38,3.54,193730.49493406693,216050.6662923856
2016-06-22,47.38,50.43,70.26,68.57,18.7356,53.85,32.39,43.54,56.18,78.51,0.38,3.54,193730.49493406693,216050.6662923856
2016-06-23,47.86,50.1,71.08,68.6,18.9404,54.02,32.5307,43.66,56.6,79.06,0.38,3.56,193730.49493406693,216050.6662923856
2016-06-24,46.48,50.22,69.35,66.35,18.113,53.15,32.0,42.42,54.72,76.33,0.38,3.56,193730.49493406693,216050.6662923856
2016-06-27,45.67,50.35,68.84,65.87,17.8181,53.02,32.0,41.97,53.84,75.46,0.38,3.56,193730.49493406693,216050.6662923856
2016-06-28,44.83,51.05,68.86,65.85,17.8918,53.44,32.58,41.89,53.77,75.64,0.38,3.56,193730.49493406693,216050.6662923856
2016-06-29,45.4,51.46,70.2,66.85,18.1785,53.6,33.24,42.54,54.57,77.17,0.38,3.56,193730.49493406693,216050.6662923856
2016-06-30,45.74,51.59,71.18,67.41,18.4898,54.01,33.54,43.0,54.87,77.73,0.38,3.48,195119.10149225383,216909.52408337116
2016-07-01,46.34,52.76,71.87,68.16,18.6537,55.25,33.83,43.4,56.03,78.14,0.39,3.48,195119.10149225383,216909.52408337116
2016-07-05,46.12,52.64,71.73,67.68,18.4489,54.82,33.61,43.24,55.88,78.38,0.39,3.48,195119.10149225383,216909.52408337116
2016-07-06,45.36,52.81,71.98,66.83,18.1949,55.19,33.99,43.01,55.52,77.91,0.39,3.48,195119.10149225383,216909.52408337116
2016-07-07,45.54,52.8,73.34,67.91,18.457,55.39,33.9,43.41,56.05,78.78,0.39,3.41,195119.10149225383,216909.52408337116
2016-07-08,46.14,51.55,73.15,67.42,18.6782,55.35,33.7299,43.66,56.6,79.75,0.39,3.41,195119.10149225383,216909.52408337116
2016-07-11,47.12,52.38,73.91,68.07,18.8749,55.7,34.22,44.27,57.35,81.06,0.39,3.41,195119.10149225383,216909.52408337116
2016-07-12,47.55,52.15,73.65,68.86,19.0223,55.61,34.26,44.69,57.89,81.35,0.39,3.41,195119.10149225383,216909.52408337116
2016-07-13,48.13,52.0,74.08,69.32,19.1042,55.47,34.32,44.88,58.27,81.52,0.39,3.41,195119.10149225383,216909.52408337116
2016-07-14,48.37,51.67,74.31,69.46,19.4975,55.68,34.48,45.01,58.64,81.61,0.39,3.42,195119.10149225383,216909.52408337116
